full_address,nearest_mrt_station,distance,num_mrt_2km
20 LOR 7 TOA PAYOH,Toa Payoh,1.1222292914628702,6
41 BEDOK STH RD,Tanah Merah,0.9369484197395952,3
92 BEDOK NTH AVE 4,Tanah Merah,0.8092458640468984,5
475A UPP SERANGOON CRES,Hougang,1.0122413074537011,3
461 CLEMENTI AVE 3,Clementi,0.4391386682084266,2
819 WOODLANDS ST 82,Woodlands,0.6582432077738659,2
458 CLEMENTI AVE 3,Clementi,0.408013905792959,2
6B BOON TIONG RD,Tiong Bahru,0.43053052422352667,8
216 BISHAN ST 23,Bishan,0.6131978103510387,5
202C SENGKANG EAST RD,Buangkok,0.5039284618508588,3
113 BEDOK NTH ST 2,Bedok Reservoir,0.7246771246348767,5
128 SIMEI ST 1,Simei,0.438704343484259,6
764A WOODLANDS CIRCLE,Woodlands,1.4974316285323404,2
474 PASIR RIS DR 6,Pasir Ris,0.829302323476827,1
413 PANDAN GDNS,Jurong East,1.6394135244469834,1
426 ANG MO KIO AVE 3,Ang Mo Kio,0.4185445635017603,2
322 UBI AVE 1,Ubi,0.6986783061072729,7
701 JURONG WEST ST 71,Pioneer,0.5686542040326075,2
302D PUNGGOL PL,Punggol,0.3221856361085563,2
137 SIMEI ST 1,Simei,0.5828300146694634,5
606 BEDOK RESERVOIR RD,Bedok North,0.6513606686400717,6
268D COMPASSVALE LINK,Buangkok,0.36205151474305325,3
567 CHOA CHU KANG ST 52,Yew Tee,0.3091437137236025,2
356 YISHUN RING RD,Yishun,1.2547730630757186,2
626 BT BATOK CTRL,Bukit Batok,0.30484606910161044,2
158 BISHAN ST 13,Bishan,1.0139846697148358,7
348 CLEMENTI AVE 5,Clementi,0.6513742939754257,2
201C PUNGGOL FIELD,Punggol,0.6649795427406956,2
944 HOUGANG ST 92,Hougang,1.3835868614284998,3
275C JURONG WEST ST 25,Boon Lay,1.639259724906487,2
408A FERNVALE RD,Buangkok,2.010932779756832,0
644 HOUGANG AVE 8,Hougang,1.2544322532611418,3
421 WOODLANDS ST 41,Marsiling,0.5338668352618005,4
596D ANG MO KIO ST 52,Ang Mo Kio,0.25971030422433977,2
673A CHOA CHU KANG CRES,Yew Tee,0.40151624031740457,2
241 JURONG EAST ST 24,Jurong East,0.9180624918561897,3
476 JURONG WEST ST 41,Lakeside,0.5364464202175114,2
627 PASIR RIS DR 3,Pasir Ris,1.204281299794329,1
769 BEDOK RESERVOIR VIEW,Bedok Reservoir,0.5463130755030526,5
28C DOVER CRES,Dover,0.7582038606833272,6
929 TAMPINES ST 91,Tampines West,0.17675435251408245,4
270C PUNGGOL FIELD,Punggol,0.40299191837388254,2
637 YISHUN ST 61,Khatib,0.7431227754934483,2
190 PUNGGOL CTRL,Punggol,1.079193294108686,2
138 PETIR RD,Cashew,0.7732886227193273,3
115 BT BATOK WEST AVE 6,Bukit Batok,0.3373530905363345,4
110 LOR 1 TOA PAYOH,Braddell,0.13628546975972097,5
170B PUNGGOL FIELD,Punggol,1.897864045587481,1
110 GANGSA RD,Bukit Panjang,0.6350981460393597,3
102 PASIR RIS ST 12,Pasir Ris,1.1581067536586507,2
41 TANGLIN HALT RD,Commonwealth,0.4664806686319929,6
671 JLN DAMAI,Kaki Bukit,0.2911060873704367,5
524A TAMPINES CTRL 7,Tampines,0.6526701588874539,3
542 SERANGOON NTH AVE 4,Kovan,2.130487933104239,0
522 ANG MO KIO AVE 5,Ang Mo Kio,0.4311285577683915,2
275D JURONG WEST ST 25,Boon Lay,1.6931663669154682,2
135 POTONG PASIR AVE 3,Potong Pasir,0.43192582516677774,7
836 YISHUN ST 81,Khatib,0.21818487607758247,2
201 YISHUN ST 21,Yishun,0.3602320046618085,2
288B COMPASSVALE CRES,Sengkang,0.7917575081045327,3
443 SIN MING AVE,Marymount,1.2978944175230103,2
319 JURONG EAST ST 31,Chinese Garden,0.6579853419170448,2
514 JELAPANG RD,Bukit Panjang,1.1606129301910106,2
612A PUNGGOL DR,Punggol,0.7597940955586878,1
714 YISHUN ST 71,Yishun,0.8721150575992145,2
409 BT BATOK WEST AVE 4,Bukit Gombak,0.9030215050528874,2
352B CANBERRA RD,Sembawang,0.13178191940293799,1
114 BT PURMEI RD,HarbourFront,1.2201806734927814,5
39 TELOK BLANGAH RISE,HarbourFront,0.7305194041503954,3
614 BEDOK RESERVOIR RD,Bedok North,0.34606334118980575,5
540 SERANGOON NTH AVE 4,Kovan,2.1220233461523015,0
283 TOH GUAN RD,Jurong East,0.8377975348915436,3
134 EDGEDALE PLAINS,Sengkang,1.6381544654710798,2
790 WOODLANDS AVE 6,Woodlands,1.94031750316095,2
27 MARINE CRES,Tuas Crescent,0.941313997255879,3
763 PASIR RIS ST 71,Pasir Ris,1.701020027356762,1
788B WOODLANDS CRES,Woodlands,1.8094542816459054,2
106 POTONG PASIR AVE 1,Potong Pasir,0.31521881819719144,8
177 ANG MO KIO AVE 4,Yio Chu Kang,1.0010739376727462,2
305 ANG MO KIO AVE 1,Ang Mo Kio,0.5899596970180258,3
313 HOUGANG AVE 5,Hougang,0.7282292394707973,3
410 SAUJANA RD,Bukit Panjang,0.7102612506227803,2
20 DOVER CRES,Buona Vista,0.7290016192594001,6
4B ST. GEORGE'S LANE,Boon Keng,0.29383851102652087,10
671A CHOA CHU KANG CRES,Yew Tee,0.5230921916677441,2
676B PUNGGOL DR,Punggol,0.8734186510707062,1
590B MONTREAL LINK,Sembawang,0.7868822055309728,1
713 YISHUN ST 71,Yishun,0.8811209362964103,2
890B TAMPINES AVE 1,Tampines West,0.5575778504116949,3
504 JURONG WEST ST 51,Lakeside,0.6524694563450407,3
359 YUNG AN RD,Lakeside,0.8624378628934571,3
261B PUNGGOL WAY,Punggol,0.6583367191081002,2
236 TAMPINES ST 21,Tampines,0.48556494033032654,5
816 TAMPINES AVE 4,Tampines West,0.24683647824093177,4
103 BEDOK RESERVOIR RD,Kaki Bukit,0.6981943388246465,5
215 MARSILING LANE,Marsiling,1.6779509252137772,3
501 JURONG WEST ST 51,Lakeside,0.7048639960510192,3
793 WOODLANDS AVE 6,Woodlands,1.9252104566269965,2
3 EVERTON PK,Outram Park,0.35311279202499907,10
259C COMPASSVALE RD,Sengkang,0.34602822648286996,3
669B JURONG WEST ST 64,Boon Lay,0.5754585340634755,2
523 ANG MO KIO AVE 5,Ang Mo Kio,0.48697510915983044,2
777 PASIR RIS ST 71,Pasir Ris,1.3535596740826963,1
251 CHOA CHU KANG AVE 2,Choa Chu Kang,0.7883411479330816,2
330 UBI AVE 1,Ubi,0.6906135886629253,7
495A TAMPINES ST 43,Tampines East,0.8544267815495125,3
100 WHAMPOA DR,Boon Keng,0.8166706206378198,12
133 ANG MO KIO AVE 3,Ang Mo Kio,0.7825326858146266,2
114 TECK WHYE LANE,Choa Chu Kang,1.0438237264902424,3
414 WOODLANDS ST 41,Marsiling,0.5235961085315982,4
500 SERANGOON NTH AVE 4,Kovan,1.8988493374004174,2
332C ANCHORVALE LINK,Sengkang,0.5363911109679536,3
155 ANG MO KIO AVE 4,Yio Chu Kang,0.8460723978647505,2
647 HOUGANG AVE 8,Hougang,1.3534020338549224,3
542 JURONG WEST AVE 1,Lakeside,0.9950377373387942,2
455 HOUGANG AVE 10,Buangkok,0.6518793064571682,3
111B DEPOT RD,Telok Blangah,1.1601516596771306,5
282A SENGKANG EAST AVE,Buangkok,0.30046556146613795,3
295 CHOA CHU KANG AVE 2,Choa Chu Kang,0.8840803513262565,1
357 YISHUN RING RD,Yishun,1.281438513948037,2
339D KANG CHING RD,Lakeside,0.6274602438911123,3
818B CHOA CHU KANG AVE 1,Choa Chu Kang,1.0047654069585943,3
517 HOUGANG AVE 10,Hougang,0.34705968670268483,3
638 ANG MO KIO AVE 6,Yio Chu Kang,0.20872788413254845,2
104A ANG MO KIO ST 11,Ang Mo Kio,1.2165946835582773,2
167C SIMEI LANE,Upper Changi,0.24832877603960177,4
688F WOODLANDS DR 75,Sembawang,1.4505026853586778,1
5 DELTA AVE,Tiong Bahru,0.6329060715960116,7
325 YISHUN CTRL,Yishun,0.791724241033941,2
566 HOUGANG ST 51,Buangkok,0.5787175298175634,3
324 SERANGOON AVE 3,Lorong Chuan,0.43372916503027686,4
273D COMPASSVALE LINK,Buangkok,0.17622129756276148,3
273A COMPASSVALE LINK,Buangkok,0.21396452860227289,3
701 YISHUN AVE 5,Yishun,0.6916790946529328,2
404 TAMPINES ST 41,Tampines,0.3822642032128824,5
214 ANG MO KIO AVE 3,Ang Mo Kio,0.9568484660893952,3
223 PENDING RD,Cashew,1.1894352379453372,3
447 CHOA CHU KANG AVE 4,Choa Chu Kang,0.9210877502156106,1
19 LIM LIAK ST,Tiong Bahru,0.6389946067026766,9
310C ANG MO KIO AVE 1,Ang Mo Kio,0.7975833471601661,4
889 TAMPINES ST 81,Tampines West,0.9329342629191424,3
394 TAMPINES AVE 7,Tampines East,0.13995973542198173,4
221 SIMEI ST 4,Simei,0.3958534176493987,5
472 SEMBAWANG DR,Sembawang,0.5036260819929074,1
221 PENDING RD,Cashew,1.1536832010817846,3
189 BISHAN ST 13,Bishan,0.41100517112054363,5
554 WOODLANDS DR 53,Woodlands,1.2452639343257925,2
289 CHOA CHU KANG AVE 3,Choa Chu Kang,0.7917198532117534,1
321 JURONG EAST ST 31,Chinese Garden,0.7110550565599756,2
233 YISHUN ST 21,Yishun,0.679296248279357,1
4 JLN BT HO SWEE,Tiong Bahru,0.48620312941028737,8
533 BT BATOK ST 51,Bukit Gombak,0.4185091664378309,2
559 CHOA CHU KANG NTH 6,Yew Tee,0.3474610678820194,2
442 FAJAR RD,Bukit Panjang,1.0689565984812248,2
112 SERANGOON NTH AVE 1,Kovan,1.8085566411038048,1
485 PASIR RIS DR 4,Pasir Ris,1.2877417025854665,1
164 SIMEI RD,Upper Changi,0.5464813406882857,5
119 ALJUNIED AVE 2,Aljunied,0.49924637497706315,11
16 MARSILING LANE,Woodlands,1.0778521093766724,3
130 BISHAN ST 12,Bishan,0.6362580348691588,6
491D TAMPINES ST 45,Tampines East,0.6862342111005592,3
328 WOODLANDS ST 32,Marsiling,0.6513690650399917,3
563 HOUGANG ST 51,Buangkok,0.6221055218577358,3
108B MCNAIR RD,Boon Keng,0.29515237630281127,12
437 HOUGANG AVE 8,Buangkok,0.6398394169629358,3
124C RIVERVALE DR,Sengkang,0.8985611370726558,3
54 CASSIA CRES,Dakota,0.4868508064831296,9
106A PUNGGOL FIELD,Punggol,1.1592408255799975,2
2C GEYLANG SERAI,Paya Lebar,0.5701039478980053,8
7 TG PAGAR PLAZA,Tanjong Pagar,0.40744614884579156,10
646 JURONG WEST ST 61,Pioneer,0.20189323105205229,2
111 LOR 1 TOA PAYOH,Braddell,0.21339948294557523,5
720 WOODLANDS AVE 6,Woodlands,1.7273201022958613,2
201A PUNGGOL FIELD,Punggol,0.5793296960860196,2
514 PASIR RIS ST 52,Pasir Ris,0.7067568877340196,1
809A CHOA CHU KANG AVE 1,Choa Chu Kang,1.131365335712728,3
232 BAIN ST,Bras Basah,0.2933031427670484,21
201 CHOA CHU KANG AVE 1,Choa Chu Kang,0.6853603405095404,3
101A LOR 2 TOA PAYOH,Braddell,0.09131805191677966,5
518 WEST COAST RD,Clementi,1.0281261158974946,1
273A PUNGGOL PL,Punggol,0.32273396895996836,2
478 PASIR RIS DR 4,Pasir Ris,1.0790971469064352,1
315 SERANGOON AVE 2,Lorong Chuan,0.19195552084088605,5
639 JURONG WEST ST 61,Pioneer,0.34255988686795946,2
291B COMPASSVALE ST,Sengkang,0.5683312297687231,3
507C WELLINGTON CIRCLE,Sembawang,0.47436728355872115,1
22 HOUGANG AVE 3,Kovan,0.7429103185798501,2
335 HOUGANG AVE 7,Hougang,0.7400370583301396,3
163 JLN TECK WHYE,Bukit Panjang,0.6783950109498049,3
989D JURONG WEST ST 93,Pioneer,0.3027260951080011,2
11 ST. GEORGE'S RD,Boon Keng,0.35891724657229435,8
824 JURONG WEST ST 81,Pioneer,1.034661555908866,2
22 SIN MING RD,Marymount,0.9067482289498109,3
370 HOUGANG ST 31,Kovan,0.632860125195399,2
354A ADMIRALTY DR,Sembawang,0.16604266308490587,1
858B TAMPINES AVE 5,Tampines,0.5205665434748006,3
943 TAMPINES AVE 5,Tampines,0.5302503381228181,5
123 PAYA LEBAR WAY,Mattar,0.45584789788979996,11
327 SEMBAWANG CRES,Sembawang,0.40061657416737134,1
690D CHOA CHU KANG CRES,Yew Tee,0.7093557032804833,1
315A PUNGGOL WAY,Punggol,0.6849728326198984,2
274 BANGKIT RD,Bukit Panjang,1.4186415228808897,3
319 HOUGANG AVE 5,Hougang,0.7752568884918702,3
684 HOUGANG AVE 8,Hougang,0.6876436022893603,3
170 BT BATOK WEST AVE 8,Chinese Garden,0.9527988033007976,4
12 MARSILING LANE,Woodlands,0.9501647503466752,3
140 RIVERVALE ST,Sengkang,0.9507803696417866,3
110 DEPOT RD,Telok Blangah,1.1755436582510677,4
454 PASIR RIS DR 6,Pasir Ris,0.9827217200086402,2
1A CANTONMENT RD,Outram Park,0.32109335134515876,10
112 HO CHING RD,Lakeside,1.1918537201708586,2
104 HOUGANG AVE 1,Kovan,0.8298851380656852,4
596A ANG MO KIO ST 52,Ang Mo Kio,0.3060736916361669,2
515C TAMPINES CTRL 7,Tampines,0.5564019091771113,3
120 YISHUN RING RD,Yishun,0.8525230812850375,3
435 HOUGANG AVE 8,Buangkok,0.6048006389960956,3
554 PASIR RIS ST 51,Pasir Ris,0.6979595098017309,3
170A PUNGGOL FIELD,Punggol,1.8939205814188216,1
552 WOODLANDS DR 44,Woodlands,1.1412051638760667,2
264 BOON LAY DR,Boon Lay,0.8332344387546228,3
208 BISHAN ST 23,Bishan,0.44469703043842707,5
129 BEDOK NTH ST 2,Tanah Merah,0.9406253462641639,4
508B YISHUN AVE 4,Khatib,0.8367728125511188,2
43 CAMBRIDGE RD,Farrer Park,0.6697515982819677,13
520 WOODLANDS DR 14,Woodlands,0.7355819664648862,2
481 JURONG WEST ST 41,Lakeside,0.5700079198407976,2
484B CHOA CHU KANG AVE 5,Choa Chu Kang,1.3491094611099612,1
91 PAYA LEBAR WAY,MacPherson,0.5727192157807058,10
207 PETIR RD,Cashew,1.2156061517345922,3
688A WOODLANDS DR 75,Sembawang,1.5922619967884024,1
448 YISHUN RING RD,Yishun,1.3545005738230829,2
837 WOODLANDS ST 82,Woodlands,0.7381357114273739,2
680C JURONG WEST CTRL 1,Boon Lay,0.7301059540819395,3
231 JURONG EAST ST 21,Chinese Garden,0.6310371764610385,4
117 YISHUN RING RD,Yishun,1.045314950606578,2
674A CHOA CHU KANG CRES,Yew Tee,0.4832535825943969,2
111 BT BATOK WEST AVE 6,Bukit Batok,0.40739994648878086,4
335 TAMPINES ST 32,Tampines East,0.7086186322190638,5
511 WOODLANDS DR 14,Woodlands,0.463713557295711,3
744 YISHUN ST 72,Yishun,0.1163633976866267,2
11 HOLLAND DR,Dover,0.8190890800268579,4
144 YISHUN ST 11,Yishun,0.43607397637513795,2
202 BISHAN ST 23,Bishan,0.47400833042585366,4
472 ANG MO KIO AVE 10,Ang Mo Kio,1.216634897270228,3
4 LIM CHU KANG RD,Yew Tee,5.486383899265946,0
366 BT BATOK ST 31,Bukit Gombak,0.3589893876323427,2
830 HOUGANG CTRL,Hougang,0.2557816352479953,3
202 BOON LAY DR,Lakeside,0.6369067615588998,3
214 LOR 8 TOA PAYOH,Braddell,0.8217285787646945,8
684B CHOA CHU KANG CRES,Yew Tee,0.7212764254334789,1
305B PUNGGOL RD,Punggol,0.43256572531574966,2
692A CHOA CHU KANG CRES,Yew Tee,0.5212200463315589,2
305 CHOA CHU KANG AVE 4,Choa Chu Kang,0.1968216952472338,2
258A COMPASSVALE RD,Sengkang,0.21209536950640978,3
684A CHOA CHU KANG CRES,Yew Tee,0.7350052245684727,1
414B FERNVALE LINK,Buangkok,1.7185053484121087,2
523 JURONG WEST ST 52,Lakeside,0.585194045025181,3
220B BEDOK CTRL,Bedok,0.48760543893675795,3
721 JURONG WEST AVE 5,Pioneer,0.7046110851550011,2
68 C'WEALTH DR,Commonwealth,0.45721327746147167,6
506 CHOA CHU KANG ST 51,Choa Chu Kang,0.4632548132906895,2
407 YISHUN AVE 6,Yishun,1.518701343061314,2
417 WOODLANDS ST 41,Marsiling,0.4116514147619147,4
308 CHOA CHU KANG AVE 4,Choa Chu Kang,0.17201557738822515,2
209 YISHUN ST 21,Yishun,0.35141058812270193,2
234 BT PANJANG RING RD,Bukit Panjang,1.039319254279542,3
723 PASIR RIS ST 72,Pasir Ris,1.640225977358612,1
87 BEDOK NTH ST 4,Bedok Reservoir,0.7627342640484698,4
390 YISHUN AVE 6,Yishun,1.4875978250358148,1
807 YISHUN RING RD,Khatib,0.18787336745302202,2
236 SERANGOON AVE 3,Lorong Chuan,0.6188004861086771,5
105 BISHAN ST 12,Bishan,0.56346862365137,5
327 BT BATOK ST 33,Bukit Gombak,0.613504756513171,2
239 TAMPINES ST 21,Tampines,0.36425595290588736,4
421 BT BATOK WEST AVE 2,Bukit Gombak,0.8602628700725583,2
175C PUNGGOL FIELD,Punggol,1.0112869265631017,2
145 PETIR RD,Bukit Panjang,0.5566073092762173,3
12 TAMAN HO SWEE,Tiong Bahru,0.6628569045830478,10
278 TOH GUAN RD,Jurong East,0.9669891330221869,3
168B PUNGGOL EAST,Punggol,1.7517068268018652,1
317 SEMBAWANG VISTA,Sembawang,0.3551964251626074,1
55 JLN BAHAGIA,Boon Keng,1.0397339927742146,9
267A COMPASSVALE LINK,Buangkok,0.5025493490683157,3
623 ANG MO KIO AVE 9,Yio Chu Kang,0.46287925852496825,2
945 TAMPINES AVE 4,Tampines,0.4735586929307209,5
641B PUNGGOL DR,Punggol,1.73735517380562,1
293B COMPASSVALE CRES,Sengkang,0.5899935179929419,3
12B MARSILING LANE,Woodlands,1.027598395239016,3
207 ANG MO KIO AVE 1,Ang Mo Kio,0.8824750768439611,4
195B PUNGGOL RD,Punggol,0.6232243820182003,2
296 PUNGGOL CTRL,Punggol,0.512574398478174,2
337 BT BATOK ST 34,Bukit Gombak,0.5626442516585124,3
744 PASIR RIS ST 71,Pasir Ris,1.6408177390245535,1
117B RIVERVALE DR,Buangkok,1.0234460875337632,3
686B JURONG WEST CTRL 1,Boon Lay,0.39581903634425103,3
528A PASIR RIS ST 51,Pasir Ris,0.3668075779447412,3
420 FAJAR RD,Bukit Panjang,1.0512150323851477,2
217 JURONG EAST ST 21,Chinese Garden,0.6660286201899188,4
52 CHAI CHEE ST,Bedok North,0.7948750509196714,5
79 TOA PAYOH CTRL,Toa Payoh,0.23555748125203554,6
469A SENGKANG WEST WAY,Sengkang,1.9907642471264986,1
516 JURONG WEST ST 52,Lakeside,0.13948763394149924,3
348 WOODLANDS AVE 3,Woodlands,0.6734555427108615,3
35 JLN BAHAGIA,Boon Keng,0.8640983414054153,8
435A FERNVALE RD,Sengkang,2.1434018249695415,0
149 SILAT AVE,Outram Park,0.933790857321484,6
524 BT BATOK ST 52,Bukit Gombak,0.22327620309954296,4
167 BT BATOK WEST AVE 8,Bukit Batok,0.8502110974358187,4
632 YISHUN ST 61,Khatib,0.7005957790475871,2
10 GLOUCESTER RD,Newton,0.26379845509245936,11
158A RIVERVALE CRES,Sengkang,1.3096210291825587,3
2 CHAI CHEE RD,Bedok,0.8816263604921153,5
281A SENGKANG EAST AVE,Buangkok,0.39635093349257416,3
250 YISHUN AVE 9,Yishun,0.9822585861456169,1
5 PINE CL,Mountbatten,0.11691235943801843,6
250 BISHAN ST 22,Ang Mo Kio,1.1226293918984955,3
122B EDGEDALE PLAINS,Punggol,1.4620769703689565,2
210 PETIR RD,Cashew,1.3808411247501367,3
208 CHOA CHU KANG CTRL,Choa Chu Kang,0.6116117558883187,3
271B PUNGGOL WALK,Punggol,0.22854385562281124,2
518 PASIR RIS ST 52,Pasir Ris,0.5427140689717793,1
373 TAMPINES ST 34,Tampines East,0.3696991059834439,4
526 CHOA CHU KANG ST 51,Choa Chu Kang,0.7096959069333882,2
288C PUNGGOL PL,Punggol,0.320568315322526,2
210 BOON LAY PL,Lakeside,0.9517045778096885,2
704 PASIR RIS DR 10,Pasir Ris,1.580933600561712,1
310 HOUGANG AVE 5,Hougang,0.6950390662251882,3
303 BT BATOK ST 31,Bukit Gombak,0.4805507405311355,2
3 TIONG BAHRU RD,Tiong Bahru,0.5972563167065476,10
2D GEYLANG SERAI,Eunos,0.5328366668943623,8
347 CLEMENTI AVE 5,Clementi,0.6555422741355557,2
203A COMPASSVALE RD,Buangkok,0.4477908166554184,3
419 PASIR RIS DR 6,Pasir Ris,0.6310729670721197,2
551 WOODLANDS DR 44,Woodlands,1.0675468751951267,2
678 HOUGANG AVE 8,Hougang,0.9457305218158085,3
275A JURONG WEST ST 25,Boon Lay,1.57677668221172,2
333 HOUGANG AVE 5,Hougang,0.7301268065797614,3
119A RIVERVALE DR,Buangkok,1.124596531498387,3
131 JLN BT MERAH,Tiong Bahru,0.7169005348292623,5
78 INDUS RD,Tiong Bahru,0.5271774382195882,7
417 SERANGOON CTRL,Serangoon,0.1583263474807758,5
307 CHOA CHU KANG AVE 4,Choa Chu Kang,0.1804321843171943,2
612 ELIAS RD,Pasir Ris,0.8290094032153545,1
612 CHOA CHU KANG ST 62,Yew Tee,0.4569080661874244,2
891A TAMPINES AVE 8,Tampines West,0.8809505847988899,3
76 LOR LIMAU,Boon Keng,0.9899463812783109,8
123 SIMEI ST 1,Simei,0.23051099992247456,6
233 CHOA CHU KANG CTRL,Choa Chu Kang,0.6733523119772434,3
203 TOA PAYOH NTH,Braddell,0.28462098951872444,5
460 JURONG WEST ST 41,Lakeside,0.6254448109586014,2
334 SERANGOON AVE 3,Serangoon,0.31469927107991547,5
89 DAWSON RD,Queenstown,0.6580628896760996,4
972 HOUGANG ST 91,Buangkok,1.6371606717701697,2
406 SERANGOON AVE 1,Serangoon,0.2507642940818301,6
35 MARSILING DR,Marsiling,1.398015846271724,3
980D BUANGKOK CRES,Buangkok,1.4080419813990401,2
321 WOODLANDS ST 32,Marsiling,0.5476787431976806,3
463B SEMBAWANG DR,Sembawang,1.0175397296784725,1
529 BEDOK NTH ST 3,Bedok Reservoir,0.77063405738512,5
406 BT BATOK WEST AVE 7,Bukit Gombak,0.9557916236212848,2
261B SENGKANG EAST WAY,Sengkang,0.2394292485980892,3
459 YISHUN AVE 11,Khatib,1.537202369514568,2
133 CLARENCE LANE,Redhill,0.37986083447129065,3
6 HAIG RD,Paya Lebar,0.7188062278830931,7
588A ANG MO KIO ST 52,Ang Mo Kio,0.42208135477721215,2
912 HOUGANG ST 91,Buangkok,1.1513587041789286,3
441 CHOA CHU KANG AVE 4,Choa Chu Kang,0.5725883225916555,2
165A PUNGGOL CTRL,Punggol,1.780581614283297,1
633B PUNGGOL DR,Punggol,1.3035985446247809,1
453 SIN MING AVE,Marymount,1.5047628757473557,1
20 TEBAN GDNS RD,Jurong East,1.1241113995366556,1
145 BISHAN ST 11,Braddell,0.9324816668494138,7
289 TAMPINES ST 22,Tampines East,0.7375549582237806,6
363 TAMPINES ST 34,Tampines East,0.6060759962408834,4
268 BISHAN ST 24,Marymount,1.0012259820995872,4
110 TECK WHYE LANE,Bukit Panjang,1.140049821797648,3
420 CANBERRA RD,Sembawang,0.4132672104584696,1
137 RIVERVALE ST,Sengkang,1.0782794229624986,3
261C SENGKANG EAST WAY,Sengkang,0.1926839069570454,3
663B JURONG WEST ST 65,Pioneer,0.46863357138367223,2
126 TAMPINES ST 11,Simei,0.43876315385306996,6
444 TAMPINES ST 42,Tampines East,0.5076826980811939,4
166B TECK WHYE CRES,Choa Chu Kang,1.0413848376835402,4
103 GANGSA RD,Bukit Panjang,0.6783311172963531,3
662C JURONG WEST ST 64,Boon Lay,0.23670177026805217,2
358 HOUGANG AVE 5,Hougang,0.4431634316068801,3
167 STIRLING RD,Queenstown,0.6485725836248529,6
201 MARSILING DR,Marsiling,1.1282752705974604,3
148 POTONG PASIR AVE 1,Potong Pasir,0.17730534165018122,7
234 YISHUN ST 21,Yishun,0.6091470915751684,2
71 CIRCUIT RD,MacPherson,0.2948455700349648,9
180C BOON LAY DR,Boon Lay,1.1313951077651738,3
113 HOUGANG AVE 1,Kovan,0.8331753037955648,4
171 STIRLING RD,Queenstown,0.5111932102786404,3
507 BT BATOK ST 52,Bukit Batok,0.5995856099947268,3
698A JURONG WEST CTRL 3,Boon Lay,0.36742340068870194,3
780B WOODLANDS CRES,Woodlands,2.0957169043191115,0
718 JURONG WEST ST 71,Pioneer,0.6705219917937474,2
183D BOON LAY AVE,Boon Lay,1.2121748965660806,3
387 BT BATOK WEST AVE 5,Bukit Gombak,0.6471246426810492,5
756 CHOA CHU KANG NTH 5,Yew Tee,0.5788967571644275,2
227 LOR 8 TOA PAYOH,Braddell,1.2154284764640613,6
977 JURONG WEST ST 93,Pioneer,0.45103969294259566,2
167 HOUGANG AVE 1,Kovan,0.9972715059688645,4
156 SIMEI RD,Upper Changi,0.44857483905063655,5
111 SERANGOON NTH AVE 1,Kovan,1.8941870065736475,1
220 CHOA CHU KANG CTRL,Choa Chu Kang,0.4104478670386904,3
281B SENGKANG EAST AVE,Buangkok,0.3449791926812748,3
803 YISHUN RING RD,Khatib,0.17825449556396844,2
568 CHOA CHU KANG ST 52,Yew Tee,0.23434131293803168,2
418 BEDOK NTH AVE 2,Bedok,0.5002838802158954,4
310 JURONG EAST ST 32,Chinese Garden,0.652497723033898,4
551 ANG MO KIO AVE 10,Ang Mo Kio,1.098588852784839,2
459 CLEMENTI AVE 3,Clementi,0.4368803839196979,2
27 BALAM RD,Mattar,0.5056078557753452,10
547A SEGAR RD,Bukit Panjang,1.3650843200321636,1
888A TAMPINES ST 81,Tampines West,0.9795420189797975,3
357 YUNG AN RD,Lakeside,0.8229019047363658,3
960 HOUGANG AVE 9,Hougang,1.6857342770245627,2
704 ANG MO KIO AVE 8,Ang Mo Kio,0.2657179243001558,2
678A PUNGGOL DR,Punggol,0.7088055695105161,1
546 WOODLANDS DR 16,Woodlands,1.164733382929999,2
322 TAH CHING RD,Lakeside,0.9177422025522134,2
603 SENJA RD,Bukit Panjang,0.3551626781896608,2
615 ANG MO KIO AVE 4,Yio Chu Kang,0.8011557207980228,2
683D WOODLANDS DR 62,Woodlands,1.9080803875515406,2
622B PUNGGOL CTRL,Punggol,1.0558404216824973,2
289B PUNGGOL PL,Punggol,0.4337560122376294,2
52 TEBAN GDNS RD,Jurong East,1.4516767110066051,1
530 BEDOK NTH ST 3,Bedok Reservoir,0.7448644016538754,4
874 YISHUN ST 81,Khatib,0.4109616689026647,2
164 BT MERAH CTRL,Redhill,0.6930075647846038,4
925 JURONG WEST ST 92,Pioneer,0.9615246809542541,3
38C BENDEMEER RD,Geylang Bahru,0.5212504468727194,9
611 ANG MO KIO AVE 5,Yio Chu Kang,0.936093589318078,2
440 CHOA CHU KANG AVE 4,Choa Chu Kang,0.5919353665783815,2
697A JURONG WEST CTRL 3,Boon Lay,0.3875273591292394,3
215A COMPASSVALE DR,Sengkang,0.34509389193207524,2
593B MONTREAL LINK,Sembawang,0.952397393071977,1
743 JURONG WEST ST 73,Pioneer,1.0849740182119638,2
126 SERANGOON NTH AVE 1,Kovan,1.6141553766878345,3
606 CLEMENTI WEST ST 1,Clementi,1.1520209193192352,2
107D EDGEFIELD PLAINS,Punggol,1.1720257774738925,2
312 SERANGOON AVE 2,Lorong Chuan,0.2156842899744041,5
421 CLEMENTI AVE 1,Clementi,0.7264508910971665,2
204 BEDOK NTH ST 1,Bedok,0.21464460826222215,5
798 WOODLANDS DR 72,Sembawang,1.923493806195112,1
614 WOODLANDS AVE 4,Woodlands,1.1481254034808932,2
